"","AssadLake","AtaturkLake","BalatonLake","BeysehirLake","ChiemseeLake","ConstanceLake","DoiraniLake","DukanLake","ErcekLake","IseoLake","KarakayaReservoir","KastoriaLake","KoroniaLake","MosulLake","OzerosLake","PamvotidaLake","PuenteNuevoReservoir","QadisiyahLake","QarunLake","RazazzaLake","SevanLake","ThartharLake","TshchikskoyeLake","TsimlyanskReservoir","UrmiaLake","VanLake","VegoritidaLake","VolviLakes","YesaLake","Date","Year"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0532367794029877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.385125801875033,2000-02-18,"2000"
"2",0.337736278262055,-0.0456848338450586,0.570092048580568,0.69151474264109,0.327878503304656,0.226664497283452,0.494024688000368,-0.168337823360828,0.934932663016071,-0.342175667740791,-0.141800036402503,-0.058556234149219,0.155306456210049,0.160388253722159,0.136070809105021,0.179969295769656,-0.0514811584153604,0.27187312113851,0.459922101532719,0.253151095423873,0.890114332987485,0.287612152507634,0.561760544109833,0.447605555477947,0.80133587825097,0.717005911954373,-0.137509828432545,-0.126145158199376,0.205161401835128,2000-02-26,"2000"
"3",0.361016732547366,-0.129264627075616,0.702133491953658,0.403339138431384,0.197902677390646,0.36216411428957,0.467920643154074,-0.108675160707463,0.851146818336869,-0.294189562338536,-0.328637484689316,0.125109160422421,0.278976707652915,-0.0610751370536931,0.286247115608747,0.0992038543333897,-0.28657319049891,0.185050865136952,0.398186182854319,0.222609197363141,0.734649379166637,0.173255311502227,0.507575314666086,0.506027866446484,0.721245532958626,0.532760806275539,0.00785267450752284,-0.000337826808981445,0.209949603780191,2000-03-05,"2000"
"4",0.202021970534445,-0.15078701207563,-0.558575055917438,0.37576656714799,0.205719397957973,0.274228671798984,0.543113429298916,-0.0806576354276373,0.894870501885564,-0.200144741356192,-0.255770517746593,0.153880751074959,0.2160681521472,0.183840130643093,0.254692895885594,-0.00819514928578302,-0.311774264368007,0.0384481599387765,0.330848092225168,0.17097580434138,0.882291959558188,-0.236229585232651,0.619298649302619,0.801083296365522,0.771037144205619,0.744284084763314,-0.0950861654516574,-0.0408394813785378,-0.37260493110872,2000-03-13,"2000"
"5",0.200433099357158,-0.175816749712404,0.599850905070588,0.275106367931622,0.28200486348487,0.433545673039387,0.388501887840381,-0.0616072343119654,0.826493293490562,-0.223026603034065,-0.244688693560745,0.128071565386369,0.0199270374908448,0.0110795217896936,0.275051673156041,0.128249098909504,-0.263878865079673,0.124885851183582,0.493284299635541,0.379424174920389,0.836049851126813,0.228989348608342,0.511516449768285,0.444393150502386,0.74682584725318,0.562243095685997,-0.0851107829614465,0.0016599792713012,NA,2000-03-21,"2000"
"6",0.128903006161888,-0.195526448633468,0.641703952274775,0.108085930893251,0.0772387291184525,0.179342201469843,0.411474204101059,-0.0599587838223364,0.717012736755975,-0.338562013850095,-0.237992223424657,-0.0388071763645508,0.0953563820271649,0.0217101262400798,0.101886889442836,0.00349545580611499,-0.142266817150408,0.269579900148291,0.326255331853237,0.249871726977352,0.526163341695832,0.0756302690013092,0.686396766808411,0.405710590923095,0.671733504308543,0.462601743450493,-0.0497864302072982,0.128581114698438,NA,2000-03-29,"2000"
"7",0.100493463261198,-0.193985779723206,0.712526263090832,-0.092012656496019,0.0938146983325752,0.402638846911556,0.426408738415923,0.0302175037903472,0.516888398938601,-0.147848665056321,-0.279264371092148,0.132460423304192,0.201417914587128,0.0267942455043469,0.125844495308981,0.00166210269573004,NA,0.043753428250634,0.294729638098758,0.163190883660481,0.575408210256775,0.00822706543009703,0.566310874306021,0.0782185557392215,0.72750950143563,0.618733112111481,0.0144661713135153,0.0367423100247943,0.12646554236187,2000-04-06,"2000"
"8",0.174725208762529,-0.192042779938398,0.720979143336031,0.0364258612455981,0.268346063732863,0.0385285148398805,0.358018495197539,-0.0719121097299551,0.549616974302055,-0.14992999252806,-0.229591017077496,-0.0259066640715664,-0.0776335146264001,0.076302430114887,-0.12183460054435,-0.0289175533180565,0.0772026739245192,0.199435719332508,0.263957911910725,-0.227227854234478,0.403340247354458,-0.0404929923581706,0.46216618418902,0.154111861030435,0.677784827484111,0.352712265593237,-0.0696239254841084,-0.02986843649223,0.0285840367983033,2000-04-14,"2000"
"9",0.31886138913184,-0.0775203452259056,0.715494260247609,0.148893302577164,0.0614398321908053,0.247930492860877,0.361520915681969,-0.127438716389257,NA,-0.0980547726053518,-0.257804315355966,0.0501169005865472,0.0754379879144162,0.0138684354589134,0.101753732329597,-0.275191235584327,NA,0.185198823838265,0.44027369754142,0.228572192936868,0.58292899895571,-0.0912254707737856,0.485932659845029,0.265594948656549,0.657210630416605,0.533680159421792,-0.0429935273036974,-0.107665544873299,NA,2000-04-22,"2000"
"10",0.145483143725547,-0.123807023542941,0.584695323092469,-0.101269270767131,0.49733446763586,0.321879164912536,0.457541053902992,-0.117789418898665,0.0956288738025533,-0.211598854244862,-0.146659561455209,0.127957566187696,0.118474885184197,0.113117412915086,0.279127050097877,0.0421156857695312,NA,0.0977015301140707,0.350340006138532,0.0817208339432352,0.304364164262756,0.10464833526586,0.510249330265746,0.327335625907366,0.511608521274628,0.553976425605134,-0.0573023157161745,0.011958385863935,0.0401372338496044,2000-04-30,"2000"
"11",0.27197671735691,-0.0929511468898037,0.682236053120472,0.022200614607091,0.408817304804438,0.448641398720194,0.426612914154511,-0.117943419777384,0.477284183598776,-0.105523289664844,-0.117972463059858,0.0723876200260825,0.0857725047564669,0.144037358396339,0.0214463621225264,-0.00566673170651804,-0.191977831192704,0.204975751060669,0.33371346671645,0.164651935366632,0.6398982611477,0.140183800302805,0.541478374065253,0.514662218636718,0.663550004069312,0.515851370997538,0.00592346590761518,-0.0226406162376535,0.0674984797382019,2000-05-08,"2000"
"12",0.156723605978613,-0.0314979849610473,0.606972200175593,0.130914707265079,0.309714388870165,0.171952089318737,0.449609689222381,-0.0432284583646622,0.585798642769019,-0.184526100195704,-0.182403648057966,0.102682977408238,0.181487229673699,0.0711726115327431,-0.360036833073132,0.16344693056075,-0.162112290587309,-0.0468624551518964,0.369426982635716,0.0882725146261871,0.607987916467137,-0.0388614369391096,0.530068055677019,0.352697348598429,0.6673005446589,0.484605989599452,0.146405024541608,0.0550468033933682,-0.000919863838391009,2000-05-16,"2000"
"13",0.2175620134039,-0.0315870551445039,0.638374790030475,0.045342691568629,-0.0944094760840647,0.116168894220845,0.402381206324576,-0.043528884915398,0.319372336033652,0.159025226373897,-0.203666851665583,0.127463262935658,0.146525306816639,0.115008370996142,0.210124496925173,0.134891112910413,-0.18029877086974,0.0591292163844579,0.212256952921843,0.0459754010745308,0.204549866426775,-0.0266281834416427,0.484623697182968,0.304838808256987,0.662277221226812,0.37055803293717,0.14240989357188,0.162406176823068,0.0747132206477672,2000-05-24,"2000"
"14",0.302605522298452,-0.023778154947829,0.583585201298929,0.0683362254555179,0.232215202493793,0.415381630836797,0.372004488512319,-0.0995046227988851,0.45011288124967,-0.198498084196104,-0.172846817839437,0.123582667542252,0.14181465224197,0.169525117401824,0.097636868786908,0.0234708660201307,-0.27963236402164,-0.00855319203519834,0.358713864399681,0.0829151889444449,0.492048365871728,-0.145569046649534,0.277365001155335,0.258984727916289,0.577989334742325,0.296457167054926,0.0868630824341469,-0.0172354440902186,0.0312032795831872,2000-06-01,"2000"
"15",0.269786810503403,-0.0500647842046444,0.661393755041178,-0.0125801459782393,0.119172926819268,0.345927003144866,0.199117118713196,0.069620992247257,0.488734679748772,-0.2140217498683,-0.143946843598352,0.0232576548624947,0.207182578930741,0.164258313569438,-0.404577085205112,-0.0513978445345272,-0.236569003939004,0.0776622249292645,0.328339195612759,0.136734022627605,0.554380569219531,0.0578688873110867,0.483705909962272,0.279492845954373,0.608772442937743,0.2162298040627,-0.0805801113025382,0.0719563933409191,-0.180176181311696,2000-06-09,"2000"
